name,mass,massRound,year,reclat,reclong
Dhofar 1700,39000,5,2010,18.86622,54.67967
Weaver Mountains,38800,5,1898,34.25,-112.75
Bunjil,38750,5,1971,-29.62917,116.48222
Lamont,38690,5,1940,38.07778,-96.02639
Mayfield,38400,5,1972,37.30833,-97.545
Bellsbank,38000,5,1955,-28.08333,24.08333
Capot Rey,38000,5,2004,20.12593,10.2056
Avoca (Western Australia),37850,5,1966,-30.85,122.31667
Wonyulgunna,37800,5,1937,-24.91667,120.06667
Albin (pallasite),37600,5,1915,41.5,-104.1
N'Goureyma,37500,5,1900,13.85,-4.38333
Alatage,37500,5,1959,42.33333,93
Patwar,37350,5,1935,23.15,91.18333
Densmore (1879),37200,5,1879,39.65,-99.68333
Waterville,37125,5,1917,47.767778,-119.876389
L'Aigle,37000,5,1803,48.76667,0.63333
Dhofar 1289,37000,5,2004,18.63333,54.42167
Songyuan,36900,5,1993,45.25,125
Melrose (a),36400,5,1933,34.38333,-103.61667
Eagle Station,36000,5,1880,38.61667,-84.96667
San Emigdio,36000,5,1887,36,-119
Kansas City (1903),36000,5,1903,39.1,-94.63333
Haskell,36000,5,1909,33.21333,-99.73167
Woolgorong,36000,5,1960,-27.75,115.83333
El Burro,35900,5,1939,29.33333,-101.83333
Coffeyville,35900,5,2006,37.01667,-95.66667
Costilla Peak,35500,5,1881,36.83333,-105.23333
Lueders,35400,5,1973,32.83611,-99.60417
Northwest Africa 6203,35400,5,2008,30.51667,-4.3
Ladder Creek,35100,5,1937,38.61667,-101.63333
Modoc (1905),35000,5,1905,38.5,-101.1
Rowena,34700,5,1962,-29.8,148.63333
Gursum,34650,5,1981,9.36667,42.41667
Guin,34500,5,1969,33.96667,-87.91667
Vermillion,34360,5,1991,39.73633,-96.36133
Plains,34300,5,1964,33.28333,-102.76667
Buck Mountains 003,34200,5,2005,34.7345,-114.21717
Cangas de Onis,34000,5,1866,43.38333,-5.15
Ställdalen,34000,5,1876,59.93333,14.95
Jelica,34000,5,1889,43.83333,20.44167
Broken Hill,34000,5,1994,-31.83333,141.76667
View Hill,33600,5,1952,-43.32,172.06333
Gnowangerup,33600,5,1976,-34,118.1
Valencia,33500,5,,39,-0.03333
Bella Roca,33000,5,1888,24.9,-105.4
Jiddat al Harasis 406,33000,5,2006,19.53268,56.87225
Putnam County,32700,5,1839,33.25,-83.25
Kyancutta,32700,5,1932,-33.28333,136
Jumapalo,32490,5,1984,-7.71667,111.2
Mossgiel,32383,5,1967,-33.31667,144.78333
Narraburra,32200,5,1855,-34.25,147.7
Dhurmsala,32000,5,1860,32.23333,76.46667
Allegan,32000,5,1899,42.53333,-85.88333
Hermitage Plains,32000,5,1909,-31.73333,146.4
Patos de Minas (hexahedrite),32000,5,1925,-18.58333,-46.53333
Northwest Africa 6932,32000,5,2008,0,0
Derrick Peak A78011,31800,5,1978,-80.06667,156.38333
Thiel Mountains,31700,5,1962,-85.45,-90
Yonozu,31650,5,1837,37.75,139
Carraweena,31600,4,1914,-29.23333,139.93333
Chantonnay,31500,4,1812,46.68333,1.05
Ioka,31500,4,1931,40.25,-110.08333
Arriba,31100,4,1936,39.3,-103.25
Saline,30800,4,1901,39.4,-100.4
Puente del Zacate,30790,4,1904,27.86667,-101.5
Los Vientos 002,30750,4,2010,-24.68333,-69.76667
Djebel Chaab 002,30616,4,2003,25.15592,0.82213
Bledsoe,30500,4,1970,33.59167,-103.02667
Hammadah al Hamra 328,30440,4,1999,28.95833,10.59167
El Perdido,30250,4,1905,-38.68333,-61.1
Agen,30000,4,1814,44.21667,0.61667
Château-Renard,30000,4,1841,47.93333,2.91667
Otchinjau,30000,4,1919,-16.5,14
La Lande,30000,4,1933,34.45,-104.13333
Leon,30000,4,1943,37.66667,-96.76667
Harriman (Of),30000,4,1947,35.95,-84.56667
Muenatauray,30000,4,1960,4.9,-61.2
Tuxtuac,30000,4,1975,21.66667,-103.36667
Daraj 001,30000,4,1986,29.6425,11.73222
Hagersville,30000,4,1999,42.96667,-80.15
Acfer 329,30000,4,2001,27.58333,4.1
Tanezrouft 065,30000,4,2002,25.4075,0.13639
Windimurra,30000,4,2004,-28.09697,118.45561
Northwest Africa 4576,30000,4,2005,0,0
Jerome (Kansas),29600,4,1894,38.76667,-100.73333
Bassikounou,29560,4,2006,15.78333,-5.9
Northwest Africa 6550,29482,4,2008,0,0
Los Vientos 004,29300,4,2011,-24.68333,-69.76667
Hatford,29000,4,1628,51.65,-1.51667
Butsura,29000,4,1861,27.08333,84.08333
Graves Nunataks 98186,29000,4,1998,-86.71667,-141.5
Northwest Africa 5974,29000,4,2009,0,0
Elga,28800,4,1959,64.7,141.2
Fairview,28800,4,1986,34.10139,-102.65
Ramlat as Sahmah 418,28791,4,2010,20.3936,56.22002
Great Bend,28770,4,1983,38.395,-98.91583
Cumpas,28600,4,1903,30,-109.66667
Sinawan 001,28600,4,1991,31,11.66667
Ocotillo,28570,4,1990,32.83333,-116.06667
Tennasilm,28500,4,1872,58.03333,26.95
Negrillos,28500,4,1936,-19.88333,-69.83333
Marion (Iowa),28400,4,1847,41.9,-91.6
Walters,28100,4,1946,34.33333,-98.3
Larned,28100,4,1977,38.1995,-99.162
Tieschitz,28000,4,1878,49.6,17.11667
Deelfontein,28000,4,1932,-30.18333,23.26667
Bunker Hill,28000,4,2002,38.84833,-98.72383
Monahans (1938),27900,4,1938,31.48333,-102.88333
Changxing,27900,4,1964,31.33333,121.66667
Sayh al Uhaymir 278,27861,4,2002,21.26172,57.17887
Oakley (stone),27700,4,1895,38.95,-101.01667
Delegate,27700,4,1904,-37,149.03333
Weldona,27700,4,1934,40.35,-103.95
Northwest Africa 2211,27690,4,2005,0,0
El Capitan,27500,4,1893,33.5,-105.5
Cratheús (1931),27500,4,1914,-5.25,-40.5
Dumont,27420,4,1994,33.81667,-100.51667
La Primitiva,27400,4,1888,-19.91667,-69.81667
Dadin,27300,4,1949,-38.91667,-69.2
Hammadah al Hamra 296,27064,4,2000,29.1,12.31667
Charsonville,27000,4,1810,47.93333,1.56667
Tazewell,27000,4,1853,36.43333,-83.75
Indarch,27000,4,1891,39.75,46.66667
Bendock,27000,4,1898,-37.15,148.91667
Ashfork,27000,4,1901,35.25,-112.5
Hammond Downs,27000,4,1950,-25.46667,142.8
Gobabeb,27000,4,1969,-23.55,15.03333
Naryilco,27000,4,1975,-28.6,141.15
Northwest Africa 059,27000,4,,31.83333,-2.93333
Tiffa 001,26900,4,1997,19.949,11.933
Seagraves (c),26810,4,1989,32.98333,-102.56667
Kaffir (d),26760,4,1981,34.67167,-101.815
Forestburg (b),26600,4,1957,33.49556,-97.58861
Wilder,26600,4,1982,43.72444,-116.91167
Milly Milly,26500,4,1921,-26.11667,116.66667
Hammadah al Hamra 280,26500,4,2000,28.47017,12.972
Northwest Africa 5459,26400,4,2006,0,0
Dayton,26300,4,1892,39.75,-84.16667
Cavour,26210,4,1938,44.221494,-98.059192
Texline,26200,4,1937,36.4,-103.01667
Forestburg (a),26100,4,1957,33.50667,-97.65139
Denver City,26100,4,1975,33.07139,-102.80028
Ilafegh 008,26100,4,1989,21.6,1.66667
Sierra Gorda,26000,4,1898,-22.9,-69.35
Cedar (Texas),26000,4,1900,29.82806,-96.90861
Forest Vale,26000,4,1942,-33.35,146.85833
Derrick Peak A78012,26000,4,1978,-80.06667,156.38333
Forrest 002,26000,4,1980,-30.98333,127.88333
Maslyanino,26000,4,1992,54.25,84.33333
Kumtag,26000,4,2008,41.66889,93.17306
Seymour,25900,4,1940,37.2375,-92.78694
Lake Labyrinth,25850,4,1924,-30.53333,134.75
Beaver,25628,4,1940,36.8,-100.53333
Los Vientos 003,25450,4,2011,-24.68333,-69.76667
Desuri,25400,4,1962,25.73333,73.61667
St-Robert,25400,4,1994,45.96861,-72.97806
Yamato 791717,25322,4,1979,-71.5,35.66667
Belmont,25300,4,1958,42.73333,-90.35
Juromenha,25250,4,1968,38.74028,-7.27
Graves Nunataks 95200,25066,4,1995,-86.71667,-141.5
Sayh al Uhaymir 266,25014,4,2002,20.70713,57.18317
Wold Cottage,25000,4,1795,54.13667,-0.41333
Cabezo de Mayo,25000,4,1870,37.98333,-1.16667
Four Corners,25000,4,1924,37,-109.05
Taiban,25000,4,1934,34.45,-104.01667
Nashville (stone),25000,4,1939,37.45,-98.41667
Bursa,25000,4,1946,40.2,29.23333
Casimiro de Abreu,25000,4,1947,-22.46667,-42.21667
Camel Donga,25000,4,1984,-30.31667,126.61667
Pampa (c),25000,4,1986,-23.2,-70.43333
Bilanga,25000,4,1999,12.45,-0.08333
Dhofar 379,25000,4,2000,19.0084,54.76913
Northwest Africa 6108,25000,4,2004,0,0
Benguerir,25000,4,2004,32.25,-8.15
Dhofar 1722,25000,4,2010,19.08188,54.71472
Apache Junction,25000,4,,33.45,-111.51667
Burgavli,24900,4,1941,66.4,137.46667
Meester-Cornelis,24750,4,1915,-6.23333,106.88333
Rasgrad,24700,4,1740,43.5,26.53333
Oroville,24500,4,1893,39.68333,-121.63333
Billings,24500,4,1903,37.06667,-93.55
Salaices,24500,4,1971,27,-105.25
Taoudenni,24370,4,2007,22.79167,-3.96667
Veliko-Nikolaevsky Priisk,24267,4,1902,53.83333,97.33333
Hammond,24000,4,1884,44.91667,-92.43333
Aïr,24000,4,1925,19.08333,8.38333
Winona,24000,4,1928,35.2,-111.4
Cleo Springs,24000,4,1960,36.43333,-98.43333
Northwest Africa 6408,24000,4,2008,0,0
Northwest Africa 6621,24000,4,2011,0,0
Galatia,23900,4,1971,38.64167,-98.88333
Campos Sales,23680,4,1991,-7.03333,-40.16667
Northwest Africa 7514,23620,4,2005,0,0
Wayside,23600,4,1973,34.80167,-101.68333
Cachari,23500,4,1916,-36.4,-59.5
Perpeti,23474,4,1935,23.325,91
Waltman,23410,4,1948,43,-107.16667
Lake Brown,23400,4,1919,-31,118.5
Sharon Springs,23400,4,1983,38.77083,-101.79833
Pillistfer,23250,4,1863,58.66667,25.73333
Nakhon Pathom,23200,4,1923,13.73333,100.08333
Kaufman,23000,4,1893,32.58333,-96.41667
Norfolk,23000,4,1907,36.9,-76.3
Cruz del Aire,23000,4,1911,26.5,-100
Fuhe,23000,4,1945,31.47556,113.56694
Isna,23000,4,1970,24.83333,31.66667
Mount Sir Charles,22900,4,1942,-23.83333,134.03333
Mezö-Madaras,22700,4,1852,46.5,25.73333
Wooster,22700,4,1858,40.76667,-81.95
Shirahagi,22700,4,1890,36.7,137.36667
Forsyth County,22700,4,1891,36.1,-80.2
Duchesne,22700,4,1906,40.38333,-110.86667
Gun Creek,22700,4,1909,34,-111
Adrian,22600,4,1936,35.15,-102.71667
Turtle River,22390,4,1953,47.6,-94.76667
Mangwendi,22300,4,1934,-17.65,31.6
Maltahöhe,22270,4,1991,-24.91667,16.98333
Hammadah al Hamra 087,22114,4,1995,28.59583,13.269
Toubil River,22000,4,1891,55.88333,89.1
Karkh,22000,4,1905,27.8,67.16667
Gualeguaychú,22000,4,1932,-33,-58.61667
Baquedano,22000,4,1932,-23.3,-69.88333
Mount Egerton,22000,4,1941,-24.76667,117.7
Tostado,22000,4,1945,-29.23333,-61.76667
Picacho,22000,4,1952,33.2,-105
Saint Augustine,22000,4,1974,40.71667,-90.41667
Elephant Moraine 92193,22000,4,1992,-76.04222,155.94038
Queen Alexandra Range 99001,22000,4,1999,-84,168
Friona,21900,4,1981,34.54,-102.56833
Hebron,21820,4,1965,40.16667,-97.6
Duel Hill (1854),21800,4,1854,35.85,-82.7
Kargapole,21800,4,1961,55.88333,64.3
Lahoma,21800,4,1963,36.38333,-98.08333
Schwetz,21500,4,1850,53.4,18.45
Altonah,21500,4,1932,40.56667,-110.48333
Jiddat al Harasis 317,21472,4,2001,19.36312,55.55723
Twodot,21400,4,1999,46.7,-110.13333
Flandreau,21360,4,1983,44.04833,-96.59167
Dhofar 007,21270,4,1999,18.335,54.18167
Abbott,21100,4,1951,36.3,-104.28333
Kendall County,21000,4,1887,29.4,-98.5
Bath,21000,4,1892,45.41667,-98.31667
Tauti,21000,4,1937,46.71667,23.5
Efremovka,21000,4,1962,52.5,77
De Hoek,20930,4,1960,-29.38333,23.1
Artracoona,20810,4,1914,-29.06667,139.91667
Twannberg,20689,4,1984,47.12444,7.17889
Lone Tree,20676,4,1971,41.5,-91.47917
Meteorite Hills A78028,20657,4,1978,-79.68333,155.75
Northwest Africa 6931,20620,4,2007,0,0
Cerro del Inca,20600,4,1997,-22.21667,-68.90833
Lucky Hill,20500,4,1885,17.9,-77.63333
Jartai,20500,4,1979,39.7,105.8
Dar al Gani 741,20500,4,1998,27.08167,16.28333
Glasgow,20400,4,1922,37.01667,-85.91667
Conquista,20350,4,1965,-19.85,-47.55
Allan Hills A76001,20151,4,1976,-76.75,159.33333
Koltsovo,20020,4,2004,54.7505,36.978
Vouillé,20000,4,1831,46.63333,0.16667
Lime Creek,20000,4,1834,31.55,-87.51667
Copiapo,20000,4,1863,-27.3,-70.4
Tjabe,20000,4,1869,-7.08333,111.53333
Hessle,20000,4,1869,59.85,17.66667
Ergheo,20000,4,1889,1.16667,44.16667
Nocoleche,20000,4,1895,-29.86667,144.21667
Reed City,20000,4,1895,43.86667,-85.51667
Anthony,20000,4,1919,37.08333,-98.05
New Baltimore,20000,4,1922,40,-78.85
Taicang,20000,4,1928,31.5,121.08333
Alikatnima,20000,4,1931,-23.33333,134.11667
New Leipzig,20000,4,1936,46.36667,-101.95
Bristol,20000,4,1937,36.56667,-82.18333
Uzcudun,20000,4,1948,-44.11667,-66.15
Yangchiang,20000,4,1954,21.83333,111.83333
Seoni,20000,4,1966,21.68389,79.50083
Ourique,20000,4,1998,37.60833,-8.28
Northwest Africa 7751,20000,4,2010,0,0
Sayh al Uhaymir 504,20000,4,2010,20.38333,56.76667
Mulga (north),19900,4,1964,-30.18333,126.36667
Tysnes Island,19860,4,1884,60,5.61667
La Villa,19800,4,1956,26.27167,-97.90167
Comanche (iron),19700,4,1940,32.01667,-98.7
Horace,19700,4,1940,38.35,-101.78333
Twentynine Palms,19700,4,1944,34.075,-116.01667
Two Buttes (a),19700,4,1962,37.63333,-102.41667
Colton,19670,4,1993,46.57056,-117.09861
Pan de Azucar,19500,4,1887,-26.5,-69.5
Los Reyes,19500,4,1897,19.26667,-97.28333
Cocklebiddy,19500,4,1949,-31.93333,126.21667
Hammadah al Hamra 001,19418,4,1990,29,12.23333
Farley,19400,4,1936,36.33333,-104.05
Arcadia,19400,4,1937,41.41667,-99.1
Acfer 336,19400,4,2002,27.61667,4.06667
Souslovo,19300,4,1997,55.4295,55.78727
Coolac,19280,4,1874,-34.96667,148.125
New Orleans,19256,4,2003,29.94718,-90.10976
Norquín,19250,4,1945,-37.71667,-70.61667
Arapahoe,19083,4,1940,38.8,-102.2
Purgatory Peak A77006,19068,4,1977,-77.33333,162.3
Asuka 87034,19065,4,1987,-72,26
Littlerock,19050,4,1979,34.51667,-117.98333
Mauerkirchen,19000,4,1768,48.18333,13.13333
Emsland,19000,4,1940,53.1,7.2
Vulcan,19000,4,1962,50.51667,-113.13333
Big Rock Donga,19000,4,1970,-30.55,130.96667
Meteorite Hills 01005,19000,4,2001,-79.68333,159.75
Beni M'hira,19000,4,2001,32.86667,10.8
Kilabo,19000,4,2002,12.76667,9.8
Susuman,18900,4,1957,62.72139,148.13028
Franceville,18800,4,1890,38.81667,-104.61667
Kifkakhsyagan,18800,4,1972,64.4,172.7
Dar al Gani 779,18800,4,1999,26.99233,16.4375
Shelburne,18600,4,1904,44.05,-80.16667
Derrick Peak A78005,18600,4,1978,-80.06667,156.38333
Dar al Gani 955,18500,4,1999,27.13183,16.20767
Coldwater (iron),18400,4,1923,37.26667,-99.33333
Burns,18400,4,2003,39.86667,-106.88333
Polujamki,18350,4,1971,52.1,79.7
Chajari,18300,4,1933,-30.78333,-58.05
Mud Dry Lake,18255,4,2002,37.8594,-117.02097
Ramlat as Sahmah 202,18250,4,2002,20.00552,56.41628
Rafrüti,18200,4,1886,47,7.83333
Morrow County,18200,4,1999,45.5,-119.5
Yamato 793235,18126,4,1979,-71.5,35.66667
Arltunga,18100,4,1908,-23.33333,134.66667
Bachmut,18000,4,1814,48.6,38
Girgenti,18000,4,1853,37.31667,13.56667
Verkhne Udinsk,18000,4,1854,54.76667,113.98333
Palinshih,18000,4,1914,43.48333,118.61667
Béréba,18000,4,1924,11.65,-3.65
Nashville (iron),18000,4,1934,35.96667,-77.96667
Point of Rocks (iron),18000,4,1956,36.5,-104.5
Zagami,18000,4,1962,11.73333,7.08333
Dahmani,18000,4,1981,35.61667,8.83333
Maria da Fé,18000,4,1987,-22.3,-45.36667
Caddo County,18000,4,1987,35,-98.33333
Pecora Escarpment 91009,18000,4,1991,-85.6882,-68.33784
Park Forest,18000,4,2003,41.48472,-87.67917
Northwest Africa 7336,18000,4,2012,0,0
Dhofar 1511,17973,4,2009,18.63988,54.248
Andura,17900,4,1939,20.88333,76.86667
Pinto Mountains,17900,4,1954,34,-115.78333
Piñon,17850,4,1928,32.66667,-105.1
Duncanville,17800,4,1961,32.63333,-96.86667
Allan Hills A81013,17727,4,1981,-76.74756,158.84338
Tulia (d),17700,4,1981,34.60667,-101.76667
Shişr 010,17604,4,2001,18.55,53.97
Fisher,17600,4,1894,47.81667,-96.85
Hambleton,17600,4,2005,54.24028,-1.19889
Roundup,17590,4,1990,46.78333,-108.56667
Perryville,17500,4,1906,37.73333,-89.85
Shaw,17500,4,1937,39.53333,-103.33333
Sargiin Gobi,17500,4,1964,45.9835,105.75883
Alvord,17500,4,1976,43.32222,-96.28889
Quija,17450,4,1990,44.61667,126.13333
Reliegos,17300,4,1947,42.475,-5.33333
Springlake,17300,4,1980,34.34444,-102.22361
El Paso de Aguila,17226,4,1977,25.37,-97.37
N'Kandhla,17200,4,1912,-28.56667,30.7
Romero,17200,4,1938,35.76667,-102.95
Sone,17100,4,1866,35.16667,135.33333
Mount Vaisi,17000,4,1637,44.08333,6.86667
Teplá,17000,4,1909,49.98333,12.86667
St. Michel,17000,4,1910,61.65,27.2
Cumberland Falls,17000,4,1919,36.83333,-84.35
Naoki,17000,4,1928,19.25,77
Brewster,17000,4,1940,39.25,-101.33333
Benthullen,17000,4,1951,53.05,8.1
Klamath Falls,17000,4,1952,42.16667,-121.85
Lost City,17000,4,1970,36.00833,-95.15
Carichic,17000,4,1983,27.93333,-107.05
Oum Dreyga,17000,4,2003,24.3,-13.1
Conception Junction,17000,4,2006,40.266667,-94.683333
Lamesa,16900,4,1981,32.88333,-101.88333
Snyder,16900,4,1983,32.71667,-100.91667
Jiddat al Harasis 355,16879,4,2003,19.35885,55.54843
Kasauli,16820,4,2003,29.58333,77.58333
Coopertown,16800,4,1860,36.43333,-87
Miller (Arkansas),16700,4,1930,35.4,-92.05
Emery,16700,4,1962,43.56333,-97.58333
Ban Rong Du,16700,4,1993,16.66667,101.18333
Mount Magnet,16600,4,1916,-28.16667,118.5
Tell,16600,4,1930,34.38333,-100.4
Oldenburg (1930),16570,4,1930,52.95,8.16667
D'Orbigny,16550,4,1979,-37.66667,-61.65
Patuxent Range 91500,16541,4,1991,-85.07424,-64.46576
Chesterville,16500,4,1849,34.7,-81.2
Hainholz,16500,4,1856,52.28333,8.91667
Krähenberg,16500,4,1869,49.32694,7.46472
Tjerebon,16500,4,1922,-6.66667,106.58333
Demina,16400,4,1911,51.46667,84.76667
Benedict,16380,4,1970,41,-97.53333
Cambria,16300,4,1818,43.2,-78.8
Forsyth,16300,4,1829,33.01667,-83.96667
Morristown,16300,4,1887,36.2,-83.38333
Happy Canyon,16300,4,1971,34.80167,-101.56667
Cole Creek,16300,4,1991,41.35,-99.11667
Ohaba,16250,4,1857,46.06667,23.58333
Ramlat as Sahmah 428,16247,4,,20.10361,56.32694
Chulafinnee,16220,4,1873,33.5,-85.66667
Sayh al Uhaymir 250,16200,4,2003,20.58298,57.3165
Dar al Gani 477,16128,4,1998,27.74767,16.003
Jiddat al Harasis 267,16006,4,2005,19.9997,56.41108
Skookum,16000,4,1905,63.91667,-139.33333
Bluff (b),16000,4,1917,29.86306,-96.92667
Coldwater (stone),16000,4,1924,37.26667,-99.33333
Achilles,16000,4,1924,39.77667,-100.81333
Beardsley,16000,4,1929,39.8,-101.2
Dimboola,16000,4,1944,-36.5,142.03333
Zerkaly,16000,4,1956,52.13333,81.96667
Hassayampa,16000,4,1963,33.75,-112.66667
Allan Hills 84006,16000,4,1984,-76.76228,158.77438
Isheyevo,16000,4,2003,53.61667,56.33333
Jiddat al Harasis 628,16000,4,2009,19.83956,55.76756
Fort Pierre,15900,4,1856,44.35,-100.38333
Kodaikanal,15900,4,1898,10.26667,77.4
Bodaibo,15900,4,1907,57.85,114.2
Tryon,15900,4,1934,41.55,-100.96667
Sayh al Uhaymir 499,15900,4,2009,20.76467,57.26967
Hammadah al Hamra 148,15770,4,1995,28.71967,12.86433
Ashuwairif 004,15750,4,2008,29.36583,14.27611
Ellicott,15700,4,1960,38.80778,-104.56944
Rancho Gomelia,15650,4,1975,24.51667,-105.25
Millarville,15636,4,1977,50.79722,-114.30944
Claytonville,15600,4,1964,34.34667,-101.49
Blanca Estela,15600,4,2002,-25,-69.5
Maria Elena (1935),15500,4,1935,-22.33333,-69.66667
Haxtun,15500,4,1975,40.45667,-102.57834
Baszkówka,15500,4,1994,52.03333,20.93583
Mayodan,15400,4,1920,36.38333,-79.86667
Campbellsville,15400,4,1929,37.36667,-85.36667
Albin (stone),15400,4,1949,41.41667,-104.1
Um-Hadid,15400,4,,21.695,50.59667
Allan Hills A77226,15323,4,1977,-76.71667,159.66667
Channing,15300,4,1936,35.71667,-102.28333
São João Nepomuceno,15300,4,1960,-21.55,-43.01667
Tinnie,15300,4,1978,33.38333,-105.25
Dhofar 360,15300,4,2000,19.04002,54.78383
Eli Elwah,15200,4,1888,-34.5,144.71667
Derrick Peak A78001,15200,4,1978,-80.06667,156.38333
Nordheim,15150,4,1932,28.86667,-97.61667
Castrovillari,15000,4,1583,39.8,16.2
Indio Rico,15000,4,1887,-38.33333,-60.88333
Bansur,15000,4,1892,27.7,76.33333
Vigarano,15000,4,1910,44.85,11.4
Appley Bridge,15000,4,1914,53.58333,-2.71667
Deport,15000,4,1926,33.51667,-95.3
Ransom,15000,4,1938,38.61667,-99.93333
Ybbsitz,15000,4,1977,47.96,14.89
Tanezrouft 028,15000,4,1991,25.25306,0.14028
Dar al Gani 956,15000,4,1997,27.13267,15.9925
Dhofar 224,14974,4,2001,19.15833,54.57333
Dhofar 1027,14944,4,2003,18.66003,54.24553
Dar al Gani 595,14931,4,1998,27.63917,15.90133
Patricia,14900,4,1983,32.5,-102.03333
Indianópolis,14850,4,1989,-19.16667,-47.83333
Mejillones,14830,4,1875,-23.1,-70.5
Northwest Africa 6369,14830,4,2009,0,0
Angelica,14800,4,1916,44.25,-88.25
Acfer 379,14764,4,2004,27.4114,3.70467
Ashuwairif 001,14566,4,2008,29.35944,14.25528
La Porte,14540,4,1900,41.6,-86.71667
Tourinnes-la-Grosse,14500,4,1863,50.78333,4.76667
Huntsman,14500,4,1910,41.18333,-103
Squaw Creek,14500,4,,32,-98
Edmonson (b),14402,4,1981,34.28333,-101.83333
Northwest Africa 2023,14400,4,2002,0,0
Ogi,14360,4,1741,33.28333,130.2
Opava,14300,4,1925,49.96667,17.9
Gifu,14290,4,1909,35.53333,136.88333
Allan Hills A78084,14280,4,1978,-76.71667,159.66667
Ningbo,14250,4,1975,29.86667,121.48333
Zaoyang,14250,4,1984,32.3,112.75
Laochenzhen,14250,4,1987,33.13333,115.16667
Thika,14200,4,2011,-1.00278,37.15028
Singhur,14180,4,1847,18.31667,73.91667
Indian Valley,14100,4,1887,36.93333,-80.5
Moorabie,14040,4,1965,-30.01667,141.06667
Luponnas,14000,4,1753,46.21667,5
Sarepta,14000,4,1854,48.48333,44.81667
Orgueil,14000,4,1864,43.88333,1.38333
Villedieu,14000,4,1890,47.91667,4.35
Plymouth,14000,4,1893,41.33333,-86.31667
Beaver Creek,14000,4,1893,51.16667,-117.33333
Hvittis,14000,4,1901,61.18333,22.68333
Saint-Sauveur,14000,4,1914,43.73333,1.38333
Verissimo,14000,4,1965,-19.73333,-48.31667
Cruz del Eje,14000,4,1971,-30.75,-64.78333
El Bahrain,14000,4,1983,28.6,26.4
Dhofar 1493,14000,4,2008,18.67378,54.45017
Qulumat Nadqan 001,13901,4,2008,23.14302,49.53252
Neenach,13800,4,1948,34.8,-118.5
St. Mark's,13780,4,1903,-32.01667,27.41667
Lanton,13780,4,1932,36.53333,-91.8
Mount Baldr A76002,13773,4,1976,-77.58389,160.37361
Yamato 000593,13713,4,2000,-71.5,35.66667
Gaines County Park,13700,4,1977,32.83333,-102.73333
Stump Spring 083,13700,4,2010,35.98728,-115.85828
Page City,13630,4,1980,39.16667,-101.28333
Dhofar 721,13605,4,2001,18.79167,54.15333
Yatoor,13600,4,1852,14.3,79.76667
Khairpur,13600,4,1873,29.53333,72.3
Pipe Creek,13600,4,1887,29.68333,-98.91667
Waldron Ridge,13600,4,1887,36.63333,-83.83333
Bridgewater,13600,4,1890,35.71667,-81.86667
Mount Ayliff,13600,4,1907,-30.81667,29.35
Kopjes Vlei,13600,4,1914,-29.3,21.15
Alamogordo,13600,4,1938,32.9,-105.93333
Kielpa,13600,4,1948,-33.6,136.1
Annaheim,13500,4,1916,52.33333,-104.86667
Felsted,13500,4,1977,54.99056,9.49194
Kalahari 009,13500,4,1999,-20.9818,22.9766
Hammadah al Hamra 019,13431,4,1990,29.06667,12.68333
Strathmore,13400,4,1917,56.58333,-3.25
Wellington,13400,4,1955,34.95,-100.25
Kabo,13400,4,1971,11.85,8.21667
Sueilila,13266,4,2005,24.63633,-14.71633
Durala,13200,4,1815,30.3,76.63333
Russel Gulch,13200,4,1863,39.8,-105.5
Moonbi,13200,4,1892,-30.91667,151.28333
Tuan Tuc,13100,4,1921,9.66667,105.66667
Gruver,13100,4,1934,36.33333,-101.4
Nazareth (e),13100,4,1977,34.58333,-102.05
Guanaco,13100,4,2000,-25.1,-69.53333
Lancaster County,13000,4,1903,40.66667,-96.75
Ryechki,13000,4,1914,51.13333,34.5
Dungannon,13000,4,1922,36.85,-82.45
Bruno,13000,4,1931,52.26667,-105.35
Harriman (Om),13000,4,1938,35.95,-84.56667
Umbarger,13000,4,1954,34.95,-102.1175
Seagraves,13000,4,1962,32.93333,-102.58333
Talpa,13000,4,1963,31.86667,-99.58333
Floyd,13000,4,1966,34.19333,-103.575
Park,13000,4,1969,39.11,-100.36167
Hardtner,13000,4,1972,37.06667,-98.66167
Uruachic,13000,4,1989,27.85,-108.23333
Jiddat al Harasis 574,13000,4,2009,19.75377,56.29692
Northwest Africa 6682,13000,4,2010,0,0
Northwest Africa 7251,13000,4,2012,0,0
Northwest Africa 7757,13000,4,2012,0,0
Kingston,12900,4,1891,32.9,-107.73333
Hesston,12900,4,1951,38.11667,-97.43333
Caldwell,12900,4,1961,37.03333,-97.625
