name,mass,massRound,year,reclat,reclong
Miller Range 090396,2,0,2009,0,0
Miller Range 090429,2,0,2009,0,0
Miller Range 090526,2,0,2009,0,0
Miller Range 090546,2,0,2009,0,0
Miller Range 090738,2,0,2009,0,0
Miller Range 090815,2,0,2009,0,0
Miller Range 090960,2,0,2009,0,0
Sayh al Uhaymir 517,2,0,2009,20.35638,56.55142
Patuxent Range 10302,2,0,2010,0,0
Yamato 74410,2,0,1974,0,35.66667
Yamato 74594,2,0,1974,0,35.66667
Yamato 790911,2,0,1979,-71.5,35.66667
Yamato 86040,2,0,1986,-71.5,35.66667
Yamato 86434,2,0,1986,-71.5,35.66667
Yamato 86466,2,0,1986,-71.5,35.66667
Yamato 86703,2,0,1986,-71.5,35.66667
Queen Alexandra Range 99181,2,0,1999,-84,168
Queen Alexandra Range 99206,2,0,1999,-84,168
Queen Alexandra Range 99207,2,0,1999,-84,168
Queen Alexandra Range 99274,2,0,1999,-84,168
Grove Mountains 020145,2,0,2003,-72.9775,75.25528
Grove Mountains 052055,2,0,2006,-72.77417,75.33611
Yamato 74322,2,0,1974,-71.5,35.66667
Yamato 790924,2,0,1979,-71.5,35.66667
Yamato 791954,2,0,1979,-71.5,35.66667
Yamato 86226,2,0,1986,-71.5,35.66667
Yamato 86440,2,0,1986,-71.5,35.66667
Yamato 86562,2,0,1986,-71.5,35.66667
Queen Alexandra Range 99189,2,0,1999,-84,168
Grove Mountains 053016,2,0,2006,-72.77194,75.3325
Yamato 74181,2,0,1974,-71.5,35.66667
Yamato 75077,2,0,1975,-71.5,35.66667
Allan Hills A77035,2,0,1977,-76.71667,159.66667
Yamato 792656,2,0,1979,-71.5,35.66667
Yamato 793011,2,0,1979,-71.5,35.66667
Frontier Mountain 90209,2,0,1990,-72.95488,160.47328
Grove Mountains 020006,2,0,2002,-73.09639,75.2025
Yamato 74403,2,0,1974,0,35.66667
Yamato 74536,2,0,1974,0,35.66667
Yamato 790022,2,0,1979,-71.5,35.66667
Yamato 790485,2,0,1979,-71.5,35.66667
Yamato 791131,2,0,1979,-71.5,35.66667
Yamato 792987,2,0,1979,-71.5,35.66667
Yamato 86454,2,0,1986,-71.5,35.66667
Yamato 86574,2,0,1986,-71.5,35.66667
Pecora Escarpment 02038,2,0,2002,-85.63333,-68.7
Yamato 790672,2,0,1979,-71.5,35.66667
Yamato 790893,2,0,1979,-71.5,35.66667
Yamato 81068,2,0,1981,-71.5,35.66667
Allan Hills A78061,2,0,1977,-76.71667,159.66667
Yamato 8325,2,0,1983,-71.5,35.66667
Yamato 86236,2,0,1986,-71.5,35.66667
Yamato 86604,2,0,1986,-71.5,35.66667
Queen Alexandra Range 99269,2,0,1999,-84,168
Grove Mountains 020037,2,0,2002,-73.10556,75.17056
Grove Mountains 052797,2,0,2006,-72.82528,75.35361
Yamato 74385,2,0,1974,0,35.66667
Yamato 790096,2,0,1979,-71.5,35.66667
Yamato 790702,2,0,1979,-71.5,35.66667
Yamato 791514,2,0,1979,-71.5,35.66667
Yamato 792349,2,0,1979,-71.5,35.66667
Yamato 792976,2,0,1979,-71.5,35.66667
Yamato 793178,2,0,1979,-71.5,35.66667
Yamato 86164,2,0,1986,-71.5,35.66667
Frontier Mountain 03062,2,0,2004,-72.98897,160.40506
Yamato 792985,2,0,1979,-71.5,35.66667
Yamato 792990,2,0,1979,-71.5,35.66667
Yamato 793003,2,0,1979,-71.5,35.66667
Yamato 74440,2,0,1974,-71.5,35.66667
Yamato 74518,2,0,1974,0,35.66667
Yamato 75003,2,0,1975,-71.83333,35.5
Yamato 75308,2,0,1975,-71.5,35.66667
Yamato 793002,2,0,1979,-71.5,35.66667
Yamato 86444,2,0,1986,-71.5,35.66667
Yamato 86467,2,0,1986,-71.5,35.66667
Yamato 86605,2,0,1986,-71.5,35.66667
Yamato 86716,2,0,1986,-71.5,35.66667
Frontier Mountain 90176,2,0,1990,-72.95488,160.47328
Grove Mountains 054063,2,0,2006,-72.785,75.283333
Yamato 791943,2,0,1979,-71.5,35.66667
Allan Hills A81208,2,0,1981,-76.68417,159.3575
Allan Hills 83045,2,0,1983,-76.82268,158.21812
Allan Hills 83072,2,0,1983,-76.8128,158.11533
Frontier Mountain 84012,2,0,1984,-72.95488,160.47328
Frontier Mountain 84034,2,0,1984,-72.95488,160.47328
Lewis Cliff 86007,2,0,1986,-84.25648,161.42514
Lewis Cliff 86389,2,0,1986,-84.25625,161.43107
Lewis Cliff 86417,2,0,1986,-84.2558,161.44739
Lewis Cliff 86003,2,0,1986,-84.25483,161.42152
Yamato 86241,2,0,1986,-71.5,35.66667
Yamato 86255,2,0,1986,-71.5,35.66667
Elephant Moraine 87675,2,0,1987,-76.18333,157.16667
Elephant Moraine 87837,2,0,1987,-76.18333,157.16667
Lewis Cliff 88676,2,0,1988,-84.2762,161.4097
Lewis Cliff 88546,2,0,1988,-84.23877,161.48428
Elephant Moraine 90236,2,0,1990,-76.26761,156.53379
Elephant Moraine 90716,2,0,1990,-76.26701,156.45035
Frontier Mountain 90008,2,0,1990,-72.95488,160.47328
Frontier Mountain 90032,2,0,1990,-72.95488,160.47328
Pecora Escarpment 91298,2,0,1991,-85.69364,-67.61795
Pecora Escarpment 91377,2,0,1991,-85.69004,-69.09557
Pecora Escarpment 91352,2,0,1991,-85.67734,-69.06165
Patuxent Range 91516,2,0,1991,-84.96438,-67.49231
Frontier Mountain 90088,2,0,1991,-72.95328,160.44607
Reckling Peak 92445,2,0,1992,-76.23098,158.10146
Reckling Peak 92444,2,0,1992,-76.21992,158.37834
Elephant Moraine 92081,2,0,1992,-76.11219,156.02592
David Glacier 92306,2,0,1992,-75.31667,162
Queen Alexandra Range 93173,2,0,1993,-84.57555,162.56739
Queen Alexandra Range 93432,2,0,1993,-84,168
Queen Alexandra Range 93623,2,0,1993,-84,168
Queen Alexandra Range 93639,2,0,1993,-84,168
Queen Alexandra Range 93652,2,0,1993,-84,168
Queen Alexandra Range 93666,2,0,1993,-84,168
Queen Alexandra Range 94339,2,0,1994,-84,168
Queen Alexandra Range 94432,2,0,1994,-84,168
Queen Alexandra Range 94457,2,0,1994,-84,168
Queen Alexandra Range 94466,2,0,1994,-84,168
Queen Alexandra Range 94560,2,0,1994,-84,168
Queen Alexandra Range 94573,2,0,1994,-84,168
Queen Alexandra Range 94692,2,0,1994,-84,168
Queen Alexandra Range 94745,2,0,1994,-84,168
Queen Alexandra Range 97151,2,0,1997,-84,168
Queen Alexandra Range 97152,2,0,1997,-84,168
Queen Alexandra Range 97457,2,0,1997,-84,168
Queen Alexandra Range 97505,2,0,1997,-84,168
Queen Alexandra Range 97667,2,0,1997,-84,168
Queen Alexandra Range 97675,2,0,1997,-84,168
Queen Alexandra Range 97908,2,0,1997,-84,168
Frontier Mountain 97056,2,0,1997,-72.99056,160.40556
Frontier Mountain 97006,2,0,1997,-72.95361,160.44083
Queen Alexandra Range 99531,2,0,1999,-84,168
Queen Alexandra Range 99532,2,0,1999,-84,168
Queen Alexandra Range 99649,2,0,1999,-84,168
Queen Alexandra Range 99678,2,0,1999,-84,168
Queen Alexandra Range 99702,2,0,1999,-84,168
Meteorite Hills 001087,2,0,2000,-79.68333,155.75
Meteorite Hills 00972,2,0,2000,-79.68333,159.75
Frontier Mountain 01016,2,0,2001,-72.98917,160.40583
Frontier Mountain 01091,2,0,2001,-72.95194,160.45444
Grove Mountains 020112,2,0,2003,-72.98056,75.25556
Grove Mountains 020153,2,0,2003,-72.98056,75.26417
Grove Mountains 020178,2,0,2003,-72.97806,75.26194
Grove Mountains 020185,2,0,2003,-72.9775,75.26722
Grove Mountains 022355,2,0,2003,-72.778333,75.302222
Grove Mountains 022796,2,0,2003,-72.775556,75.338611
Grove Mountains 023109,2,0,2003,-72.774444,75.3225
Sayh al Uhaymir 297,2,0,2004,20.99838,57.31972
Grove Mountains 050062,2,0,2006,-72.993333,75.234167
Grove Mountains 052455,2,0,2006,-72.978056,75.261944
Grove Mountains 051780,2,0,2006,-72.9775,75.260833
Grove Mountains 052860,2,0,2006,-72.825278,75.353611
Grove Mountains 054003,2,0,2006,-72.784444,75.280278
Miller Range 07062,2,0,2007,0,0
Miller Range 07223,2,0,2007,0,0
Miller Range 07224,2,0,2007,0,0
Miller Range 07303,2,0,2007,0,0
Miller Range 07401,2,0,2007,0,0
Miller Range 07402,2,0,2007,0,0
Miller Range 07480,2,0,2007,0,0
Miller Range 07586,2,0,2007,0,0
Miller Range 07599,2,0,2007,0,0
Shişr 136,2,0,2007,18.25932,53.99108
Jiddat al Harasis 525,2,0,2008,19.53323,55.17502
Cuddeback Dry Lake 013,2,0,2008,35.31218,-117.45303
Watson 005,2,0,2009,-30.5,131.7
Miller Range 090162,2,0,2009,0,0
Miller Range 090357,2,0,2009,0,0
Miller Range 090359,2,0,2009,0,0
Miller Range 090398,2,0,2009,0,0
Miller Range 090426,2,0,2009,0,0
Miller Range 090490,2,0,2009,0,0
Miller Range 090508,2,0,2009,0,0
Miller Range 090958,2,0,2009,0,0
Miller Range 090979,2,0,2009,0,0
Patuxent Range 10229,2,0,2010,0,0
Patuxent Range 10261,2,0,2010,0,0
Patuxent Range 10262,2,0,2010,0,0
Patuxent Range 10304,2,0,2010,0,0
Jiddat al Harasis 663,2,0,2011,19.83282,55.6858
Yamato 74168,2,0,1974,-71.5,35.66667
Yamato 790222,2,0,1979,-71.5,35.66667
Yamato 790304,2,0,1979,-71.5,35.66667
Yamato 790923,2,0,1979,-71.5,35.66667
Yamato 790928,2,0,1979,-71.5,35.66667
Yamato 791764,2,0,1979,-71.5,35.66667
Yamato 793309,2,0,1979,-71.5,35.66667
Yamato 81129,2,0,1981,-71.5,35.66667
Yamato 82048,2,0,1982,-71.5,35.66667
Yamato 86487,2,0,1986,-71.5,35.66667
Yamato 86585,2,0,1986,-71.5,35.66667
Frontier Mountain 03060,2,0,2003,-72.95308,160.44036
Grove Mountains 021868,2,0,2003,-72.775278,75.338056
Grove Mountains 023284,2,0,2003,-72.773611,75.320833
Grove Mountains 054241,2,0,2006,-72.78139,75.29778
Grove Mountains 053745,2,0,2006,-72.78111,75.31194
Grove Mountains 053654,2,0,2006,-72.779167,75.310556
Grove Mountains 051660,2,0,2006,-72.778611,75.327222
Grove Mountains 052450,2,0,2006,-72.778333,75.318611
Grove Mountains 052461,2,0,2006,-72.776111,75.313889
Yamato 790225,2,0,1979,-71.5,35.66667
Yamato 791544,2,0,1979,-71.5,35.66667
Yamato 791770,2,0,1979,-71.5,35.66667
Yamato 792999,2,0,1979,-71.5,35.66667
Yamato 793529,2,0,1979,-71.5,35.66667
Yamato 81123,2,0,1981,-71.5,35.66667
Yamato 86455,2,0,1986,-71.5,35.66667
Yamato 86744,2,0,1986,-71.5,35.66667
Asuka 881535,2,0,1988,-72,26
Grove Mountains 024131,2,0,2003,-72.984722,75.256667
Grove Mountains 020301,2,0,2003,-72.983889,75.246389
Grove Mountains 022676,2,0,2003,-72.781389,75.279444
Grove Mountains 021989,2,0,2003,-72.775278,75.345833
Grove Mountains 022887,2,0,2003,-72.77472,75.31194
Grove Mountains 054856,2,0,2006,-72.99889,75.18722
Grove Mountains 052862,2,0,2006,-72.82528,75.35361
Grove Mountains 053283,2,0,2006,-72.77472,75.34
Yamato 790101,2,0,1979,-71.5,35.66667
Yamato 790310,2,0,1979,-71.5,35.66667
Yamato 86458,2,0,1986,-71.5,35.66667
Yamato 86544,2,0,1986,-71.5,35.66667
Queen Alexandra Range 99143,2,0,1999,-84,168
Grove Mountains 023589,2,0,2003,-72.9839,75.2514
Grove Mountains 022665,2,0,2003,-72.78056,75.2875
Grove Mountains 022296,2,0,2003,-72.779167,75.299444
Grove Mountains 022804,2,0,2003,-72.7753,75.3283
Grove Mountains 053431,2,0,2006,-72.79139,75.28083
Grove Mountains 052682,2,0,2006,-72.78028,75.30861
Grove Mountains 052666,2,0,2006,-72.77944,75.31167
Grove Mountains 052189,2,0,2006,-72.77306,75.33806
Yamato 75234,2,0,1975,-71.5,35.66667
Yamato 8437,2,0,1984,-71.5,35.66667
Queen Alexandra Range 99258,2,0,1999,-84,168
Grove Mountains 021608,2,0,2003,-72.99583,75.20389
Grove Mountains 020584,2,0,2003,-72.98361,75.24722
Grove Mountains 020585,2,0,2003,-72.98361,75.24722
Grove Mountains 024240,2,0,2003,-72.9825,75.25
Grove Mountains 022100,2,0,2003,-72.77917,75.31056
Grove Mountains 023086,2,0,2003,-72.77556,75.32444
Grove Mountains 053751,2,0,2006,-72.778889,75.313611
Grove Mountains 052889,2,0,2006,-72.778056,75.334722
Grove Mountains 052833,2,0,2006,-72.77528,75.35361
Al Huwaysah 007,2,0,2010,22.73393,55.3204
Yamato 74353,2,0,1974,-71.7625,35.9
Yamato 792994,2,0,1979,-71.5,35.66667
Yamato 793018,2,0,1979,-71.5,35.66667
Yamato 82206,2,0,1982,-71.5,35.66667
Yamato 86136,2,0,1986,-71.5,35.66667
Yamato 86145,2,0,1986,-71.5,35.66667
Yamato 86158,2,0,1986,-71.5,35.66667
Grove Mountains 022612,2,0,2003,-72.7825,75.281944
Grove Mountains 021938,2,0,2003,-72.77639,75.32056
Grove Mountains 023085,2,0,2003,-72.775556,75.324167
Grove Mountains 022935,2,0,2003,-72.774444,75.320833
Grove Mountains 050095,2,0,2006,-73.075,75.255278
Grove Mountains 054638,2,0,2006,-72.998889,75.187222
Grove Mountains 051552,2,0,2006,-72.935278,75.321944
Grove Mountains 052745,2,0,2006,-72.783333,75.295278
Grove Mountains 052570,2,0,2006,-72.780833,75.303611
Grove Mountains 052256,2,0,2006,-72.77833,75.32167
Grove Mountains 054623,2,0,2006,-72.773333,75.328611
Yamato 74189,2,0,1974,-71.5,35.66667
Yamato 791945,2,0,1979,-71.5,35.66667
Yamato 86047,2,0,1986,-71.5,35.66667
Yamato 86477,2,0,1986,-71.5,35.66667
Yamato 86724,2,0,1986,-71.5,35.66667
Queen Alexandra Range 99242,2,0,1999,-84,168
Grove Mountains 020253,2,0,2003,-72.983056,75.229167
Grove Mountains 024153,2,0,2003,-72.9825,75.251944
Grove Mountains 020175,2,0,2003,-72.97917,75.26167
Grove Mountains 020159,2,0,2003,-72.97861,75.26111
Grove Mountains 020187,2,0,2003,-72.97833,75.25944
Grove Mountains 022247,2,0,2003,-72.778889,75.311111
Grove Mountains 022936,2,0,2003,-72.774444,75.321111
Grove Mountains 022964,2,0,2003,-72.774167,75.315278
Grove Mountains 051668,2,0,2006,-72.999167,75.227778
Grove Mountains 050414,2,0,2006,-72.986667,75.183889
Grove Mountains 053022,2,0,2006,-72.79083,75.28028
Grove Mountains 052405,2,0,2006,-72.78389,75.27167
Grove Mountains 053004,2,0,2006,-72.77833,75.31
Grove Mountains 054306,2,0,2006,-72.77611,75.3342
Grove Mountains 053230,2,0,2006,-72.77472,75.34
Benešov (b),2,0,2011,49.76667,14.63333
Yamato 74359,2,0,1974,-71.5,35.66667
Yamato 791657,2,0,1979,-71.5,35.66667
Yamato 86431,2,0,1986,-71.5,35.66667
Yamato 86448,2,0,1986,-71.5,35.66667
Yamato 86498,2,0,1986,-71.5,35.66667
Yamato 9410,2,0,1994,-71.54694,35.40194
Grove Mountains 020016,2,0,2002,-73.09694,75.19833
Grove Mountains 020251,2,0,2003,-72.983056,75.229167
Frontier Mountain 03024,2,0,2003,-72.95267,160.45167
Grove Mountains 021638,2,0,2003,-72.7825,75.32639
Grove Mountains 022380,2,0,2003,-72.781111,75.286944
Grove Mountains 054636,2,0,2006,-72.99889,75.18722
Grove Mountains 054498,2,0,2006,-72.91611,75.10028
Grove Mountains 053790,2,0,2006,-72.785,75.27139
Grove Mountains 054008,2,0,2006,-72.78444,75.28028
Grove Mountains 053605,2,0,2006,-72.77972,75.3075
Yamato 75075,2,0,1975,-71.5,35.66667
Yamato 792897,2,0,1979,-71.5,35.66667
Yamato 793012,2,0,1979,-71.5,35.66667
Yamato 86499,2,0,1986,-71.5,35.66667
Queen Alexandra Range 99270,2,0,1999,-84,168
Grove Mountains 022297,2,0,2003,-72.77917,75.29972
Grove Mountains 021814,2,0,2003,-72.775,75.34111
Grove Mountains 023106,2,0,2003,-72.77444,75.32167
Frontier Mountain 03069,2,0,2004,-72.99486,160.39875
Yamato 793250,2,0,1979,-71.5,35.66667
Yamato 794049,2,0,1979,-71.5,35.66667
Yamato 794084,2,0,1979,-71.5,35.66667
Yamato 86149,2,0,1986,-71.5,35.66667
Yamato 86252,2,0,1986,-71.5,35.66667
Yamato 86445,2,0,1986,-71.5,35.66667
Yamato 86465,2,0,1986,-71.5,35.66667
Grove Mountains 020033,2,0,2002,-73.10417,75.16778
Grove Mountains 020154,2,0,2003,-72.98083,75.26111
Grove Mountains 021554,2,0,2003,-72.935,75.31861
Grove Mountains 021743,2,0,2003,-72.78806,75.31083
Grove Mountains 022397,2,0,2003,-72.77333,75.34333
Grove Mountains 050024,2,0,2006,-73.100278,75.2
Grove Mountains 053666,2,0,2006,-72.78639,75.28917
Jiddat al Harasis 685,2,0,2011,19.4996,55.5247
Yamato 74432,2,0,1974,0,35.66667
Yamato 75300,2,0,1975,-71.5,35.66667
Yamato 791903,2,0,1979,-71.5,35.66667
Yamato 792713,2,0,1979,-71.5,35.66667
Allan Hills A81290,2,0,1981,-76.68583,159.34305
Allan Hills A81141,2,0,1981,-76.68444,159.35806
Yamato 82169,2,0,1982,-71.5,35.66667
Allan Hills 84046,2,0,1984,-76.97908,156.96165
Frontier Mountain 84032,2,0,1984,-72.95488,160.47328
Lewis Cliff 85390,2,0,1985,-84.27024,161.41685
Allan Hills 85089,2,0,1985,-76.91511,156.64643
Lewis Cliff 86236,2,0,1986,-84.27382,161.68591
Allan Hills 86612,2,0,1986,-76.72951,159.41482
Yamato 86041,2,0,1986,-71.5,35.66667
Yamato 86159,2,0,1986,-71.5,35.66667
Yamato 86488,2,0,1986,-71.5,35.66667
Yamato 86584,2,0,1986,-71.5,35.66667
Elephant Moraine 87848,2,0,1987,-76.18333,157.16667
Lewis Cliff 88154,2,0,1988,-84.27575,161.41114
Lewis Cliff 88149,2,0,1988,-84.27543,161.40962
Lewis Cliff 88650,2,0,1988,-84.27276,161.41093
Lewis Cliff 88610,2,0,1988,-84.26939,161.3959
Elephant Moraine 90970,2,0,1990,-76.26822,156.43949
Frontier Mountain 90123,2,0,1990,-72.95319,160.43934
Wisconsin Range 91611,2,0,1991,-86.48087,-123.40283
Reckling Peak 92433,2,0,1992,-76.21983,158.379
Elephant Moraine 92008,2,0,1992,-76.04154,156.27207
Elephant Moraine 92103,2,0,1992,-76.03701,156.12981
Elephant Moraine 92147,2,0,1992,-76.02632,156.04138
Queen Alexandra Range 93316,2,0,1993,-84.59043,162.24904
Queen Alexandra Range 93096,2,0,1993,-84.57588,162.56314
Queen Alexandra Range 93270,2,0,1993,-84,168
Queen Alexandra Range 93575,2,0,1993,-84,168
Queen Alexandra Range 93607,2,0,1993,-84,168
Queen Alexandra Range 93621,2,0,1993,-84,168
Queen Alexandra Range 93645,2,0,1993,-84,168
Queen Alexandra Range 93646,2,0,1993,-84,168
Queen Alexandra Range 94221,2,0,1994,-84,168
Queen Alexandra Range 94262,2,0,1994,-84,168
Queen Alexandra Range 94372,2,0,1994,-84,168
Queen Alexandra Range 94436,2,0,1994,-84,168
Queen Alexandra Range 94491,2,0,1994,-84,168
Queen Alexandra Range 94497,2,0,1994,-84,168
Queen Alexandra Range 94549,2,0,1994,-84,168
Queen Alexandra Range 94752,2,0,1994,-84,168
Allan Hills 95104,2,0,1995,-76.71667,159.66667
Elephant Moraine 96107,2,0,1996,-76.18333,157.16667
Elephant Moraine 96116,2,0,1996,-76.18333,157.16667
Elephant Moraine 96327,2,0,1996,-76.18333,157.16667
Great Sand Sea 023,2,0,1996,25.16667,25.66667
Queen Alexandra Range 97132,2,0,1997,-84,168
Queen Alexandra Range 97228,2,0,1997,-84,168
Queen Alexandra Range 97458,2,0,1997,-84,168
Queen Alexandra Range 97536,2,0,1997,-84,168
Queen Alexandra Range 99078,2,0,1999,-84,168
Queen Alexandra Range 99231,2,0,1999,-84,168
Queen Alexandra Range 99232,2,0,1999,-84,168
Queen Alexandra Range 99233,2,0,1999,-84,168
Queen Alexandra Range 99378,2,0,1999,-84,168
Queen Alexandra Range 99490,2,0,1999,-84,168
Queen Alexandra Range 99491,2,0,1999,-84,168
Queen Alexandra Range 99713,2,0,1999,-84,168
Queen Alexandra Range 99763,2,0,1999,-84,168
Queen Alexandra Range 99764,2,0,1999,-84,168
Queen Alexandra Range 99768,2,0,1999,-84,168
Queen Alexandra Range 99805,2,0,1999,-84,168
Queen Alexandra Range 99835,2,0,1999,-84,168
Elephant Moraine 99438,2,0,1999,-76.18333,157.16667
Meteorite Hills 001137,2,0,2000,-79.68333,159.75
El Mirage Dry Lake 001,2,0,2000,34.65433,-117.59638
Meteorite Hills 01184,2,0,2001,-79.68333,159.75
Meteorite Hills 01249,2,0,2001,-79.68333,159.75
Frontier Mountain 01017,2,0,2001,-72.98889,160.40528
Frontier Mountain 01149,2,0,2001,-72.98833,160.34667
Frontier Mountain 01152,2,0,2001,-72.98806,160.39917
MacAlpine Hills 02557,2,0,2002,-84.21667,160.5
Frontier Mountain 03001,2,0,2003,-72.95386,160.49097
Grove Mountains 022622,2,0,2003,-72.7825,75.27722
Grove Mountains 021871,2,0,2003,-72.7753,75.3381
Grove Mountains 022526,2,0,2003,-72.7728,75.3186
Miller Range 07577,2,0,2007,0,0
Miller Range 07591,2,0,2007,0,0
Miller Range 07603,2,0,2007,0,0
Miller Range 07657,2,0,2007,0,0
Northwest Africa 3301,2,0,2007,0,0
Lucerne Valley 098,2,0,2008,34.48703,-116.95595
Watson 008,2,0,2009,-30.5,131.68333
Miller Range 090387,2,0,2009,0,0
Miller Range 090423,2,0,2009,0,0
Miller Range 090504,2,0,2009,0,0
Miller Range 090711,2,0,2009,0,0
Miller Range 090820,2,0,2009,0,0
Miller Range 090983,2,0,2009,0,0
LaPaz Icefield 10032,2,0,2010,0,0
Patuxent Range 10298,2,0,2010,0,0
Frontier Mountain 10103,2,0,2011,-72.95158,160.46172
Yamato 74294,1,0,1974,-71.5,35.66667
Yamato 75016,1,0,1975,-71.5,35.66667
Yamato 790230,1,0,1979,-71.5,35.66667
Yamato 86156,1,0,1986,-71.5,35.66667
Yamato 86457,1,0,1986,-71.5,35.66667
Yamato 86475,1,0,1986,-71.5,35.66667
Yamato 86600,1,0,1986,-71.5,35.66667
Yamato 86704,1,0,1986,-71.5,35.66667
Queen Alexandra Range 99757,1,0,1999,-84,168
Grove Mountains 054045,1,0,2006,-72.78722,75.27444
Yamato 790231,1,0,1979,-71.5,35.66667
Yamato 793367,1,0,1979,-71.5,35.66667
Yamato 86517,1,0,1986,-71.5,35.66667
Yamato 86599,1,0,1986,-71.5,35.66667
Frontier Mountain 90206,1,0,1990,-72.95488,160.47328
Camel Donga 028,1,0,1994,-30.09167,126.88883
Queen Alexandra Range 99281,1,0,1999,-84,168
Grove Mountains 020074,1,0,2003,-72.99583,75.20972
Jiddat al Harasis 673,1,0,2011,19.66002,55.70155
Yamato 791336,1,0,1979,-71.5,35.66667
Yamato 791946,1,0,1979,-71.5,35.66667
Yamato 794019,1,0,1979,-71.5,35.66667
Yamato 81119,1,0,1981,-71.5,35.66667
Grove Mountains 020124,1,0,2003,-72.97861,75.26083
Grove Mountains 021715,1,0,2003,-72.79,75.29639
Coyote Dry Lake 194,1,0,2004,35.08838,-116.75283
Grove Mountains 054097,1,0,2006,-72.7875,75.270278
Grove Mountains 054104,1,0,2006,-72.786667,75.278889
Grove Mountains 054242,1,0,2006,-72.780833,75.296667
Yamato 74405,1,0,1974,0,35.66667
Yamato 790041,1,0,1979,-71.5,35.66667
Yamato 790313,1,0,1979,-71.5,35.66667
Yamato 791338,1,0,1979,-71.5,35.66667
Yamato 793022,1,0,1979,-71.5,35.66667
Grove Mountains 052820,1,0,2006,-72.825278,75.353611
Grove Mountains 053996,1,0,2006,-72.784444,75.280278
Grove Mountains 052919,1,0,2006,-72.783889,75.308889
Yamato 74303,1,0,1974,-71.5,35.66667
Yamato 74387,1,0,1974,0,35.66667
Yamato 792993,1,0,1979,-71.5,35.66667
Yamato 82207,1,0,1982,-71.5,35.66667
Yamato 86151,1,0,1986,-71.5,35.66667
Yamato 86485,1,0,1986,-71.5,35.66667
Yamato 86549,1,0,1986,-71.5,35.66667
Yamato 86603,1,0,1986,-71.5,35.66667
Queen Alexandra Range 99132,1,0,1999,-84,168
Queen Alexandra Range 99334,1,0,1999,-84,168
Grove Mountains 020151,1,0,2003,-72.97972,75.26333
Grove Mountains 021536,1,0,2003,-72.96472,75.21639
Grove Mountains 050135,1,0,2006,-72.975,75.260556
Grove Mountains 053623,1,0,2006,-72.781944,75.300556
Grove Mountains 054639,1,0,2006,-72.773889,75.326944
Grove Mountains 054311,1,0,2006,-72.773056,75.339167
Yamato 75080,1,0,1975,-71.5,35.66667
Yamato 791697,1,0,1979,-71.5,35.66667
Yamato 792622,1,0,1979,-71.5,35.66667
Yamato 793015,1,0,1979,-71.5,35.66667
Yamato 81013,1,0,1981,-71.5,35.66667
Yamato 86601,1,0,1986,-71.5,35.66667
Queen Alexandra Range 99268,1,0,1999,-84,168
Grove Mountains 051574,1,0,2006,-72.9325,75.34972
Grove Mountains 054010,1,0,2006,-72.79444,75.28028
Grove Mountains 053480,1,0,2006,-72.78778,75.27028
Grove Mountains 053483,1,0,2006,-72.78778,75.27028
Yamato 790302,1,0,1979,-71.5,35.66667
Yamato 790312,1,0,1979,-71.5,35.66667
Yamato 86468,1,0,1986,-71.5,35.66667
Yamato 86727,1,0,1986,-71.5,35.66667
Meteorite Hills 00891,1,0,2000,-79.68333,155.75
Frontier Mountain 03078,1,0,2003,-72.95256,160.44364
Grove Mountains 052295,1,0,2006,-72.77972,75.31444
Grove Mountains 053202,1,0,2006,-72.77472,75.34
Yamato 74344,1,0,1974,-71.5,35.66667
Yamato 792641,1,0,1979,-71.5,35.66667
Yamato 793365,1,0,1979,-71.5,35.66667
Yamato 81069,1,0,1981,-71.5,35.66667
Yamato 81074,1,0,1981,-71.5,35.66667
Yamato 86538,1,0,1986,-71.5,35.66667
Meteorite Hills 00756,1,0,2000,-79.68333,155.75
