name,mass,year,reclat,reclong
Dhofar 1222,93,2003,18.20417,54.05667
LaPaz Icefield 03632,92.57,2003,-86.36667,-70
Grove Mountains 020250,92.3,2003,-72.983056,75.229167
Sayh al Uhaymir 129,92,2003,21.09,56.915
Grove Mountains 021505,91.3,2003,-72.94861,75.26361
Tanezrouft 085,90.4,2003,25.21283,0.03898
Dhofar 1084,90,2003,18.7221,54.46077
Grove Mountains 021516,88.91,2003,-72.93472,75.32028
Grove Mountains 021792,88.64,2003,-72.77361,75.3225
Grove Mountains 021668,88.53,2003,-72.77861,75.33
Shişr 044,88.48,2003,18.15317,53.84195
Dhofar 913,88,2003,18.695,54.25
Dhofar 1007,87.77,2003,18.5453,54.02017
Dhofar 1294,86,2003,19.39833,54.53
Grove Mountains 023151,84.73,2003,-72.775,75.338889
Grove Mountains 021674,83.65,2003,-72.77806,75.33722
Miller Butte 03002,82.7,2003,-72.69358,160.26831
Grove Mountains 023150,82.16,2003,-72.793611,75.282222
Grove Mountains 021486,82.1,2003,-72.93472,75.31583
Northwest Africa 7593,81.4,2003,0,0
Grove Mountains 022447,81.16,2003,-72.77306,75.33917
Dhofar 1032,81.1,2003,18.4285,54.17082
Grove Mountains 021487,80.6,2003,-72.94222,75.29028
Grove Mountains 022170,79.97,2003,-72.78167,75.30278
Grove Mountains 021598,79.76,2003,-72.825,75.35667
Grove Mountains 022115,79.63,2003,-72.77917,75.31056
Sayh al Uhaymir 279,79.56,2003,21.04455,57.2735
Dhofar 1484,79.4,2003,19.16693,54.67182
Northwest Africa 5999,78.85,2003,0,0
Ramlat as Sahmah 229,78.52,2003,20.59763,55.8682
Grove Mountains 020200,78.3,2003,-72.9925,75.20639
Grove Mountains 020237,77.6,2003,-72.983056,75.229167
Sayh al Uhaymir 206,76.04,2003,20.19485,57.2022
Sayh al Uhaymir 405,76.04,2003,20.19485,57.2022
Dhofar 914,76,2003,18.91333,54.41667
Shişr 034,73.65,2003,18.42062,54.05058
Grove Mountains 022026,73.32,2003,-72.78333,75.29667
Grove Mountains 022171,73,2003,-72.78167,75.30278
Grove Mountains 020236,72.9,2003,-72.98306,75.22917
Grove Mountains 021786,72.49,2003,-72.77528,75.33889
Grove Mountains 021785,71.74,2003,-72.775,75.33889
Grove Mountains 022223,71.24,2003,-72.77833,75.32083
Grove Mountains 021787,70.11,2003,-72.775,75.34167
Grove Mountains 022116,69.62,2003,-72.77917,75.31056
Shişr 032,69.52,2003,18.041,53.69267
Grove Mountains 022138,69.47,2003,-72.77889,75.31361
Grove Mountains 020276,68.7,2003,-72.989722,75.2175
Jiddat al Harasis 373,68.6,2003,19.3388,55.71862
Grove Mountains 022173,68.33,2003,-72.78167,75.30278
Northwest Africa 2561,67.9,2003,0,0
Dhofar 1033,67.8,2003,18.73963,54.26533
Grove Mountains 021589,67.42,2003,-72.96583,75.23
Jiddat al Harasis 350,67.3,2003,19.33897,55.5447
Pampa de Mejillones 006,67,2003,-23.21292,-70.45458
Northwest Africa 5771,66.7,2003,0,0
Northwest Africa 6449,64.6,2003,0,0
Jiddat al Harasis 349,64.3,2003,19.29798,55.74993
Grove Mountains 022402,63.22,2003,-72.775,75.3225
Ramlat as Sahmah 222,62.7,2003,20.53213,56.04965
Grove Mountains 022448,62.35,2003,-72.77306,75.33917
LaPaz Icefield 03719,62.02,2003,-86.36667,-70
Dhofar 1036,61.5,2003,19.33615,54.7916
Grove Mountains 021515,61.32,2003,-72.94917,75.25861
Frontier Mountain 03057,61,2003,-72.95275,160.45725
Hualapai Wash 020,60.9,2003,35.83833,-114.16617
Jiddat al Harasis 374,60.6,2003,19.30267,55.70372
Grove Mountains 021485,60.5,2003,-72.93472,75.31667
Northwest Africa 2580,60.5,2003,0,0
Dhofar 919,60,2003,18.66667,54.16
Sayh al Uhaymir 468,59.8,2003,20.99782,57.29495
Ramlat as Sahmah 210,58.95,2003,20.57698,55.9477
Grove Mountains 021806,58.6,2003,-72.77472,75.33083
Grove Mountains 021477,58.5,2003,-72.94167,75.29194
Dhofar 1221,58,2003,18.23083,54.09
Jiddat al Harasis 391,57.9,2003,19.27863,55.77312
Grove Mountains 021652,57.89,2003,-72.77444,75.33417
Dhofar 1480,57.7,2003,19.16612,54.67243
Grove Mountains 021499,57.1,2003,-72.94306,75.29667
Grove Mountains 021572,56.95,2003,-72.93833,75.28972
Grove Mountains 022172,56.95,2003,-72.78167,75.30278
Grove Mountains 020043,56.9,2003,-72.99444,75.20778
Grove Mountains 021675,56.25,2003,-72.77806,75.33472
Grove Mountains 021489,56.2,2003,-72.93556,75.34639
Grove Mountains 020174,56.05,2003,-72.78167,75.30278
Grove Mountains 022174,56.05,2003,-72.78167,75.30278
Jiddat al Harasis 360,55.5,2003,19.3723,55.56297
Grove Mountains 021796,55.32,2003,-72.77389,75.32417
Coyote Dry Lake 221,54.31,2003,35.05717,-116.7205
Grove Mountains 021581,54.2,2003,-72.965,75.22028
Grove Mountains 021518,54.14,2003,-72.93639,75.31417
Dhofar 1438,54,2003,19.16667,54.67333
Grove Mountains 023769,53.35,2003,-72.98444,75.25
Jiddat al Harasis 356,53.3,2003,19.35645,55.52983
Rock Springs,52.7,2003,41.65,-109.025
Northwest Africa 2562,52.3,2003,0,0
Grove Mountains 020129,51.7,2003,-72.98222,75.26583
Grove Mountains 021676,51.6,2003,-72.77778,75.33222
Northwest Africa 7509,51.6,2003,0,0
Johannessen Nunataks 03002,50.2,2003,-72.89486,161.14558
Ramlat as Sahmah 208,50.13,2003,20.58568,56.0476
Grove Mountains 020571,50.07,2003,-72.98417,75.24694
Grove Mountains 021610,49.85,2003,-72.82444,75.29167
Grove Mountains 021793,49.78,2003,-72.77361,75.32278
Grove Mountains 021799,49.78,2003,-72.77333,75.33361
Stewart Valley 011,49.6,2003,36.21017,-116.16825
Dhofar 925,49,2003,19.39667,54.56333
Sayh al Uhaymir 208,48.65,2003,20.29502,56.50755
Ramlat as Sahmah 221,48.29,2003,20.53187,56.04902
Grove Mountains 022126,47.98,2003,-72.77889,75.31361
Grove Mountains 022045,47.76,2003,-72.77861,75.31528
Grove Mountains 021614,47.32,2003,-72.77333,75.33222
Grove Mountains 021573,47.17,2003,-72.94333,75.27167
Grove Mountains 022125,47.14,2003,-72.77889,75.31361
Grove Mountains 022228,46.45,2003,-72.77833,75.32083
Grove Mountains 021804,46.13,2003,-72.775,75.32944
Grove Mountains 022118,46.03,2003,-72.77917,75.31056
Grove Mountains 022122,45.92,2003,-72.77889,75.31361
Northwest Africa 7505,45.75,2003,0,0
Grove Mountains 020225,44.6,2003,-72.99167,75.22222
Grove Mountains 021794,44.5,2003,-72.77361,75.32306
Grove Mountains 022175,44.46,2003,-72.78167,75.30278
Grove Mountains 021582,44.22,2003,-72.96306,75.22444
Grove Mountains 021495,43.7,2003,-72.94667,75.30583
Grove Mountains 022282,43.3,2003,-72.77833,75.31389
Frontier Mountain 03081,42.9,2003,-72.98886,160.40603
Grove Mountains 022190,42.08,2003,-72.78139,75.30556
Grove Mountains 021795,41.78,2003,-72.77389,75.32389
Stewart Valley 010,41.7,2003,36.18472,-116.14342
Northwest Africa 3334,41.5,2003,0,0
Miller Butte 03001,41.3,2003,-72.70225,160.33747
Northwest Africa 6122,41.3,2003,0,0
Grove Mountains 022139,40.9,2003,-72.77889,75.31361
Grove Mountains 022775,40.56,2003,-72.775,75.32917
Grove Mountains 024517,40.5,2003,-73,75.2
Johannessen Nunataks 03006,40.1,2003,-72.89953,161.12878
Grove Mountains 022031,39.86,2003,-72.7825,75.30056
Ramlat as Sahmah 003,39.81,2003,20.26362,56.46405
Grove Mountains 022127,39.15,2003,-72.77889,75.31361
Grove Mountains 021506,39.13,2003,-72.945,75.26083
Sayh al Uhaymir 183,38.5,2003,20.1762,56.51983
Grove Mountains 020199,38.3,2003,-72.9925,75.20639
Grove Mountains 022289,38.14,2003,-72.77972,75.29278
Grove Mountains 021677,37.9,2003,-72.77778,75.3325
Grove Mountains 020186,37.8,2003,-72.97861,75.25917
Grove Mountains 021671,37.8,2003,-72.77861,75.33083
Grove Mountains 020076,37.3,2003,-72.99528,75.20444
Grove Mountains 022285,37.06,2003,-72.77972,75.29278
Grove Mountains 022176,36.6,2003,-72.78167,75.30278
Grove Mountains 020119,36.4,2003,-72.97889,75.26472
Grove Mountains 022140,36.35,2003,-72.77889,75.31361
Jiddat al Harasis 081,35.95,2003,19.95498,55.68903
Grove Mountains 022907,35.91,2003,-72.775,75.3175
Dhofar 960,35.4,2003,19.39667,54.55833
Grove Mountains 021651,35.15,2003,-72.77639,75.34778
Grove Mountains 021789,35.11,2003,-72.77444,75.33333
Northwest Africa 7507,35.1,2003,0,0
Northwest Africa 2043,34.9,2003,0,0
Grove Mountains 022177,34.47,2003,-72.78167,75.30278
Johannessen Nunataks 03004,34.1,2003,-72.89917,161.13119
Grove Mountains 022113,33.49,2003,-72.77917,75.31056
Grove Mountains 021722,33.21,2003,-72.79056,75.28278
Roberts Butte 03001,33.2,2003,-72.65333,160.30703
Grove Mountains 022288,33.02,2003,-72.77972,75.29278
Grove Mountains 021678,32.65,2003,-72.77722,75.33778
Lunar Dry Lake,32.5,2003,38.39918,-115.9967
Grove Mountains 022117,32.28,2003,-72.77917,75.31056
Grove Mountains 020075,32.2,2003,-72.99583,75.20667
Grove Mountains 022449,31.93,2003,-72.77306,75.33917
Ramlat as Sahmah 223,31.89,2003,20.54183,56.07002
Grove Mountains 021548,31.81,2003,-72.96278,75.24611
Grove Mountains 022145,31.8,2003,-72.77889,75.31361
Sayh al Uhaymir 125,31.7,2003,21.00667,57.32167
Grove Mountains 021587,31.33,2003,-72.96389,75.22528
Grove Mountains 020210,31.2,2003,-72.9925,75.20639
Grove Mountains 022128,31.14,2003,-72.77889,75.31361
Grove Mountains 021474,30.9,2003,-72.94583,75.26667
Grove Mountains 021514,30.82,2003,-72.93472,75.32028
Grove Mountains 022130,30.54,2003,-72.77889,75.31361
Grove Mountains 022129,30.24,2003,-72.77889,75.31361
Grove Mountains 022199,30.08,2003,-72.78083,75.30222
Dhofar 1440,30,2003,18.33833,54.205
Dhofar 1316,30,2003,19.045,54.39333
Dhofar 1295,30,2003,19.125,54.71833
Grove Mountains 022221,29.09,2003,-72.77833,75.32083
Grove Mountains 022408,29.05,2003,-72.77444,75.32778
Northwest Africa 6165,29,2003,0,0
Grove Mountains 020221,28.8,2003,-72.9925,75.20639
Johannessen Nunataks 03003,28.5,2003,-72.89494,161.14481
Frontier Mountain 03030,28.1,2003,-72.95275,160.49856
Grove Mountains 021593,28.09,2003,-72.85444,75.21083
Grove Mountains 021801,28.08,2003,-72.77333,75.33417
Grove Mountains 022200,27.79,2003,-72.78083,75.30222
Dhofar 1481,27.6,2003,19.16563,54.66998
Grove Mountains 021679,27.55,2003,-72.77722,75.33889
Grove Mountains 022119,27.2,2003,-72.77889,75.31361
Grove Mountains 022450,27.11,2003,-72.77306,75.33917
Grove Mountains 021597,26.77,2003,-72.82472,75.29139
Grove Mountains 021611,26.72,2003,-72.77528,75.32472
Grove Mountains 022141,26.6,2003,-72.77889,75.31361
Grove Mountains 022161,26.54,2003,-72.78167,75.30389
Dhofar 1037,26.4,2003,19.30088,54.63938
Grove Mountains 020277,26.3,2003,-72.98972,75.21833
Frontier Mountain 03029,26.11,2003,-72.95275,160.49833
Grove Mountains 020104,26.1,2003,-72.98139,75.26
Grove Mountains 020220,26,2003,-72.9925,75.20639
Northwest Africa 5397,26,2003,0,0
Dhofar 920,26,2003,18.91833,54.40833
Grove Mountains 022407,25.99,2003,-72.773056,75.350833
Dhofar 1489,25.7,2003,19.16168,54.67452
Grove Mountains 021723,25.55,2003,-72.79056,75.27694
Grove Mountains 021558,25.4,2003,-72.93472,75.32083
Grove Mountains 020572,25,2003,-72.984167,75.246944
Pampa de Mejillones 008,25,2003,-23.18819,-70.51653
Grove Mountains 021725,24.99,2003,-72.78972,75.29194
Grove Mountains 021788,24.9,2003,-72.77333,75.32222
Grove Mountains 020079,24.8,2003,-73.005,75.27222
Grove Mountains 022131,24.75,2003,-72.77889,75.31361
Grove Mountains 024516,24.7,2003,-73,75.2
Grove Mountains 021600,24.51,2003,-72.825,75.35639
Grove Mountains 020105,24.4,2003,-72.98083,75.25556
Grove Mountains 021570,24.36,2003,-72.93333,75.33528
Frontier Mountain 03076,24.27,2003,-72.95397,160.48642
Grove Mountains 024129,24,2003,-72.985,75.256389
Grove Mountains 020238,24,2003,-72.983056,75.229167
Grove Mountains 022178,23.94,2003,-72.78167,75.30278
Grove Mountains 022132,23.92,2003,-72.77889,75.31361
Grove Mountains 021503,23.56,2003,-72.94833,75.26556
Grove Mountains 020099,23.5,2003,-72.9975,75.20417
Jiddat al Harasis 080,23.41,2003,19.58403,55.6798
Grove Mountains 022142,23.31,2003,-72.77889,75.31361
Grove Mountains 020181,23.1,2003,-72.99444,75.26444
Grove Mountains 022124,22.75,2003,-72.77889,75.31361
Ramlat as Sahmah 212,22.54,2003,20.59412,55.83592
Grove Mountains 021595,22.53,2003,-72.82444,75.29167
Grove Mountains 022206,22.5,2003,-72.78083,75.30222
LaPaz Icefield 03782,22.27,2003,-86.36667,-70
Grove Mountains 021724,22.02,2003,-72.78972,75.29722
LaPaz Icefield 03780,21.81,2003,-86.36667,-70
Dhofar 950,21.7,2003,19.325,54.78167
Grove Mountains 020700,21.69,2003,-72.983889,75.245556
Dhofar 961,21.6,2003,19.39833,54.56333
Frontier Mountain 03053,21.54,2003,-72.95281,160.46431
Grove Mountains 023311,21.43,2003,-72.889444,75.910556
Grove Mountains 022133,21.37,2003,-72.77889,75.31361
Grove Mountains 020566,21.3,2003,-72.983333,75.251111
Grove Mountains 022452,21.25,2003,-72.77333,75.32861
Grove Mountains 020060,21.2,2003,-72.99306,75.2
Jiddat al Harasis 361,21.2,2003,19.29038,55.56208
Grove Mountains 022147,21.15,2003,-72.77889,75.31361
Grove Mountains 022155,21.02,2003,-72.77889,75.31361
Grove Mountains 021680,21.01,2003,-72.77722,75.34083
Lucerne Valley 025,21,2003,34.51087,-116.93545
Grove Mountains 022146,20.67,2003,-72.77889,75.31361
Grove Mountains 020573,20.23,2003,-72.984167,75.246944
Grove Mountains 020078,20,2003,-73.01389,75.27083
Grove Mountains 022134,19.99,2003,-72.77889,75.31361
Jiddat al Harasis 104,19.91,2003,19.91392,56.99992
Grove Mountains 022154,19.87,2003,-72.77889,75.31361
Grove Mountains 021569,19.67,2003,-72.94028,75.28583
Grove Mountains 022153,19.66,2003,-72.77889,75.31361
Grove Mountains 021776,19.63,2003,-72.774167,75.325556
Grove Mountains 021547,19.6,2003,-72.96389,75.22222
Frontier Mountain 03085,19.51,2003,-72.99478,160.39561
Grove Mountains 021574,19.19,2003,-72.96306,75.23917
Grove Mountains 020103,19.1,2003,-72.99,75.26167
Frontier Mountain 03079,19.1,2003,-72.95414,160.44164
Grove Mountains 022192,19.03,2003,-72.78139,75.30556
Dhofar 912,19,2003,18.97833,54.40833
Grove Mountains 022409,18.82,2003,-72.775,75.347778
Grove Mountains 022191,18.76,2003,-72.78139,75.30556
Grove Mountains 022229,18.68,2003,-72.77833,75.32083
Grove Mountains 021550,18.63,2003,-72.93472,75.32028
Grove Mountains 020283,18.6,2003,-72.98389,75.24639
Jiddat al Harasis 082,18.59,2003,19.5656,55.69723
Grove Mountains 022451,18.53,2003,-72.77306,75.33944
Grove Mountains 022156,18.51,2003,-72.77889,75.31361
Grove Mountains 022388,18.15,2003,-72.77361,75.34028
Dhofar 930,18,2003,19.39,54.55833
Ramlat as Sahmah 006,17.95,2003,20.05425,56.3088
Grove Mountains 022785,17.9,2003,-72.77556,75.33778
Red Dry Lake 024,17.9,2003,35.69732,-114.032
Grove Mountains 021504,17.81,2003,-72.94861,75.265
LaPaz Icefield 031372,17.61,2003,-86.36667,-70
Grove Mountains 021502,17.41,2003,-72.95167,75.27361
Frontier Mountain 03017,17.39,2003,-72.95272,160.48664
Grove Mountains 021501,17.37,2003,-72.94444,75.29861
Grove Mountains 022201,17.37,2003,-72.78083,75.30222
Grove Mountains 022135,17.33,2003,-72.77889,75.31361
Grove Mountains 021700,17.31,2003,-72.77333,75.34833
Grove Mountains 020230,17.3,2003,-72.9833,75.2142
Grove Mountains 022149,17.21,2003,-72.77889,75.31361
Grove Mountains 021481,17.2,2003,-72.93528,75.32417
Grove Mountains 022148,17.15,2003,-72.77889,75.31361
Grove Mountains 021706,16.99,2003,-72.77361,75.31972
Grove Mountains 022454,16.77,2003,-72.77333,75.32861
Grove Mountains 021654,16.56,2003,-72.77333,75.33194
Grove Mountains 020226,16.5,2003,-72.99167,75.22222
Grove Mountains 021590,16.49,2003,-72.93556,75.29833
Grove Mountains 020134,16.4,2003,-72.97806,75.26056
Grove Mountains 022453,16.27,2003,-72.77333,75.32861
Grove Mountains 021549,16.26,2003,-72.93472,75.32167
Grove Mountains 022203,16.21,2003,-72.78083,75.30222
Johannessen Nunataks 03014,16.1,2003,-72.90194,161.16644
Dhofar 955,16,2003,19.055,54.75333
Grove Mountains 022207,15.83,2003,-72.78083,75.30222
Dhofar 1487,15.7,2003,19.16593,54.67237
Grove Mountains 022194,15.57,2003,-72.78139,75.30556
Frontier Mountain 03042,15.47,2003,-72.95136,160.51608
Grove Mountains 022224,15.45,2003,-72.77833,75.32083
Grove Mountains 022157,15.36,2003,-72.77889,75.31361
Ramlat as Sahmah 215,15.32,2003,20.56278,55.88898
Frontier Mountain 03003,15.3,2003,-72.95275,160.49733
Northwest Africa 5394,15.3,2003,0,0
Frontier Mountain 03086,14.96,2003,-72.95669,160.47436
Grove Mountains 022164,14.91,2003,-72.78167,75.30389
Grove Mountains 020231,14.9,2003,-72.9881,75.2167
Grove Mountains 022193,14.8,2003,-72.78139,75.30556
Grove Mountains 022230,14.76,2003,-72.77861,75.31528
Grove Mountains 022455,14.75,2003,-72.77333,75.32861
Grove Mountains 022143,14.71,2003,-72.77889,75.31361
Grove Mountains 022460,14.7,2003,-72.77389,75.32694
Grove Mountains 022776,14.56,2003,-72.775,75.32944
Grove Mountains 020121,14.5,2003,-72.97833,75.25889
Grove Mountains 021578,14.42,2003,-72.96278,75.23889
Grove Mountains 020240,14.4,2003,-72.98306,75.22917
Grove Mountains 022150,14.34,2003,-72.77889,75.31361
Grove Mountains 020570,14.24,2003,-72.98361,75.25111
Grove Mountains 022158,14.2,2003,-72.77889,75.31361
Grove Mountains 022237,14.11,2003,-72.77861,75.31528
Grove Mountains 020057,14.1,2003,-72.99694,75.20611
Grove Mountains 022227,14.1,2003,-72.77833,75.32083
Grove Mountains 021800,14.06,2003,-72.77333,75.33389
Grove Mountains 020239,14,2003,-72.98306,75.22917
Grove Mountains 022204,13.98,2003,-72.78083,75.30222
Grove Mountains 020106,13.9,2003,-72.98083,75.25611
Grove Mountains 022202,13.9,2003,-72.78083,75.30222
Grove Mountains 021649,13.9,2003,-72.77333,75.33333
Grove Mountains 020122,13.8,2003,-72.97722,75.26028
Grove Mountains 021564,13.69,2003,-72.93417,75.32222
Grove Mountains 021602,13.59,2003,-72.825,75.35667
Ramlat as Sahmah 218,13.59,2003,20.5569,55.84888
Grove Mountains 021566,13.48,2003,-72.93833,75.28972
Grove Mountains 022317,13.41,2003,-72.77222,75.34
Grove Mountains 022185,13.26,2003,-72.78111,75.29222
Grove Mountains 020574,13.11,2003,-72.98417,75.24694
Grove Mountains 022159,13.03,2003,-72.78167,75.30389
Grove Mountains 020072,13,2003,-72.99833,75.19583
LaPaz Icefield 031269,12.93,2003,-86.36667,-70
Grove Mountains 021480,12.9,2003,-72.93528,75.32472
Grove Mountains 021500,12.83,2003,-72.94917,75.2925
Grove Mountains 021643,12.81,2003,-72.77278,75.34556
Frontier Mountain 03002,12.7,2003,-72.95292,160.49742
Grove Mountains 021790,12.62,2003,-72.77472,75.33361
Grove Mountains 022151,12.54,2003,-72.77889,75.31361
Grove Mountains 022136,12.34,2003,-72.77889,75.31361
Frontier Mountain 03041,12.31,2003,-72.95108,160.51425
Grove Mountains 020135,12.3,2003,-72.98,75.25889
Grove Mountains 022291,12.24,2003,-72.77944,75.29528
Dhofar 1486,12.2,2003,19.16813,54.67157
Grove Mountains 020052,12.1,2003,-73.01722,75.25556
Grove Mountains 022212,12.07,2003,-72.77833,75.32083
Grove Mountains 022220,12.01,2003,-72.77833,75.32083
Dhofar 917,12,2003,19.30667,54.55167
Grove Mountains 022186,11.99,2003,-72.78111,75.29222
Grove Mountains 022284,11.92,2003,-72.77972,75.29278
Frontier Mountain 03050,11.77,2003,-72.95222,160.46639
Grove Mountains 022210,11.76,2003,-72.77833,75.32083
Grove Mountains 020128,11.7,2003,-72.98139,75.26389
Miller Butte 03003,11.7,2003,-72.67,160.24272
Grove Mountains 021586,11.59,2003,-72.96194,75.25556
Frontier Mountain 03046,11.55,2003,-72.95217,160.5225
Grove Mountains 020168,11.5,2003,-72.97806,75.26333
Grove Mountains 021511,11.5,2003,-72.93528,75.32
Grove Mountains 021944,11.44,2003,-72.77639,75.32222
Grove Mountains 021726,11.24,2003,-72.79,75.28944
Grove Mountains 022211,11.09,2003,-72.77833,75.32083
Grove Mountains 022287,11.07,2003,-72.77972,75.29278
Grove Mountains 020053,10.5,2003,-73.01,75.22778
Frontier Mountain 03012,10.5,2003,-72.95169,160.51428
Grove Mountains 021559,10.45,2003,-72.93528,75.32222
Grove Mountains 022777,10.42,2003,-72.775,75.32972
Grove Mountains 022457,10.38,2003,-72.77389,75.32694
Grove Mountains 022778,10.24,2003,-72.775,75.33
Frontier Mountain 03028,10.17,2003,-72.95275,160.49833
Grove Mountains 022910,10.12,2003,-72.775,75.31833
Frontier Mountain 03010,10.1,2003,-72.95131,160.51306
Lucerne Valley 029,10.1,2003,34.487,-116.956
Grove Mountains 022456,10.05,2003,-72.77333,75.32861
Grove Mountains 020241,9.96,2003,-72.98306,75.22917
Frontier Mountain 03035,9.96,2003,-72.9515,160.51303
Grove Mountains 022209,9.86,2003,-72.77833,75.32083
Grove Mountains 023161,9.8,2003,-72.7739,75.3394
Frontier Mountain 03048,9.75,2003,-72.95258,160.46725
Grove Mountains 023165,9.75,2003,-72.7739,75.3394
Grove Mountains 022187,9.74,2003,-72.781111,75.292222
Grove Mountains 020284,9.73,2003,-72.983889,75.246389
Grove Mountains 021730,9.72,2003,-72.790556,75.298889
Grove Mountains 021681,9.72,2003,-72.775833,75.330556
Grove Mountains 022188,9.68,2003,-72.781111,75.292222
Grove Mountains 022231,9.62,2003,-72.778611,75.315278
Grove Mountains 021588,9.58,2003,-72.961389,75.224722
Grove Mountains 022232,9.42,2003,-72.778611,75.315278
Grove Mountains 021568,9.34,2003,-72.938333,75.290278
Grove Mountains 021507,9.33,2003,-72.946111,75.269167
Grove Mountains 023163,9.25,2003,-72.773889,75.339444
Grove Mountains 021727,9.17,2003,-72.79,75.298056
Grove Mountains 022215,9.08,2003,-72.778333,75.320833
Grove Mountains 021682,9.04,2003,-72.775556,75.329167
Frontier Mountain 03019,9.02,2003,-72.95269,160.47017
Grove Mountains 020073,9,2003,-72.99889,75.21278
Grove Mountains 022214,9,2003,-72.778333,75.320833
Grove Mountains 022166,8.93,2003,-72.78167,75.30389
Grove Mountains 022005,8.93,2003,-72.776389,75.348611
Grove Mountains 020047,8.9,2003,-72.99944,75.22806
Grove Mountains 020149,8.89,2003,-72.97694,75.2675
Grove Mountains 022269,8.84,2003,-72.77833,75.31194
Grove Mountains 024064,8.83,2003,-72.9975,75.24417
Grove Mountains 021583,8.81,2003,-72.9625,75.23417
Grove Mountains 020137,8.75,2003,-72.98056,75.25833
Grove Mountains 022213,8.75,2003,-72.77833,75.32083
Grove Mountains 020082,8.7,2003,-72.99639,75.21694
Frontier Mountain 03011,8.64,2003,-72.95169,160.51428
Grove Mountains 022144,8.6,2003,-72.77889,75.31361
Grove Mountains 021945,8.57,2003,-72.77639,75.3225
Grove Mountains 022233,8.54,2003,-72.77861,75.31528
Grove Mountains 021798,8.54,2003,-72.77389,75.32472
Grove Mountains 024447,8.52,2003,-72.775,75.34222
Grove Mountains 020048,8.5,2003,-73.00028,75.20222
Grove Mountains 022912,8.5,2003,-72.775,75.318889
Grove Mountains 022239,8.48,2003,-72.778611,75.315278
Grove Mountains 022268,8.45,2003,-72.778333,75.311944
Grove Mountains 022180,8.44,2003,-72.781111,75.292222
Grove Mountains 020242,8.43,2003,-72.983056,75.229167
Frontier Mountain 03006,8.4,2003,-72.95219,160.50636
Grove Mountains 022283,8.4,2003,-72.779722,75.292778
Grove Mountains 021494,8.39,2003,-72.9425,75.299722
Grove Mountains 021596,8.36,2003,-72.824722,75.291944
Grove Mountains 022786,8.36,2003,-72.77556,75.33806
Grove Mountains 022324,8.36,2003,-72.774722,75.330556
Grove Mountains 021976,8.36,2003,-72.773889,75.3425
Grove Mountains 020115,8.34,2003,-72.97861,75.26611
Grove Mountains 022411,8.28,2003,-72.77583,75.32472
Grove Mountains 023586,8.27,2003,-72.98417,75.24667
Frontier Mountain 03083,8.25,2003,-72.99547,160.39372
Grove Mountains 020273,8.25,2003,-72.98611,75.21389
Grove Mountains 024061,8.24,2003,-72.9819,75.2467
Frontier Mountain 03047,8.23,2003,-72.95333,160.48944
Grove Mountains 021946,8.21,2003,-72.7731,75.34
Frontier Mountain 03049,8.18,2003,-72.95222,160.46639
Grove Mountains 020118,8.12,2003,-72.97917,75.26583
Grove Mountains 022919,8.1,2003,-72.77472,75.32306
Grove Mountains 023167,8.08,2003,-72.77389,75.33944
Grove Mountains 022906,8.05,2003,-72.775,75.31722
Grove Mountains 021659,8.03,2003,-72.77306,75.34583
Grove Mountains 020166,8.02,2003,-72.9775,75.26306
Grove Mountains 021948,8,2003,-72.773056,75.340556
Dhofar 915,8,2003,19.205,54.52667
Grove Mountains 022908,7.93,2003,-72.775,75.317778
Grove Mountains 020070,7.91,2003,-72.99917,75.20278
Grove Mountains 021947,7.87,2003,-72.773056,75.340278
Grove Mountains 022234,7.84,2003,-72.778611,75.315278
Frontier Mountain 03026,7.76,2003,-72.95422,160.45097
Grove Mountains 020084,7.73,2003,-72.99667,75.20833
Grove Mountains 020161,7.6,2003,-72.97889,75.26111
Grove Mountains 020090,7.5,2003,-72.99944,75.26111
Grove Mountains 020167,7.48,2003,-72.97806,75.26361
Frontier Mountain 03021,7.3,2003,-72.95114,160.46364
Grove Mountains 020100,7.25,2003,-72.99722,75.20389
Frontier Mountain 03036,7.18,2003,-72.95144,160.51325
Frontier Mountain 03009,7.13,2003,-72.95131,160.51306
Grove Mountains 020140,7.08,2003,-72.97722,75.25861
Grove Mountains 021563,7,2003,-72.93444,75.325
Grove Mountains 020165,6.96,2003,-72.97639,75.26306
Grove Mountains 020148,6.88,2003,-72.9775,75.26583
Grove Mountains 022404,6.85,2003,-72.773611,75.342778
Grove Mountains 020293,6.79,2003,-72.983889,75.246389
Grove Mountains 020127,6.77,2003,-72.98056,75.2625
Frontier Mountain 03034,6.74,2003,-72.95156,160.51194
Grove Mountains 021684,6.65,2003,-72.775,75.320833
Grove Mountains 022904,6.64,2003,-72.775,75.316667
Grove Mountains 022913,6.63,2003,-72.775,75.319167
Grove Mountains 021579,6.6,2003,-72.96528,75.21528
Grove Mountains 022137,6.59,2003,-72.778889,75.313611
Grove Mountains 022914,6.59,2003,-72.775,75.319444
Grove Mountains 022781,6.58,2003,-72.775,75.330833
Grove Mountains 020061,6.55,2003,-72.99917,75.22778
Grove Mountains 021635,6.55,2003,-72.784722,75.298889
Red Dry Lake 025,6.55,2003,35.67947,-114.04338
Grove Mountains 021605,6.51,2003,-72.962778,75.225556
Grove Mountains 022225,6.46,2003,-72.77833,75.32083
Grove Mountains 021661,6.46,2003,-72.77417,75.33111
Grove Mountains 022463,6.46,2003,-72.77389,75.32694
